Ord,WellID,Date,DayOn,OilMo,GasMo,WatMo,LiqMo,GOR,OilR,GasR,WatR,LiqR,WCT,Type,X,Y,year,month,day
172,103P,2020-08-01,15.5,2945,200.3,63,3008,34.0,190.0,12.92258065,4.064516129,194.0645161,2.094414894,Production,20.674955,106.759349,2020,8,1
173,104P,2020-08-01,30.29,788,103.2,8,796,131.0,26.01518653,3.407065038,0.264113569,26.2793001,1.005025126,Production,20.503652,106.741497,2020,8,1
174,105P,2020-08-01,31.0,110,51.0,85,195,464.0,3.548387097,1.64516129,2.741935484,6.290322581,43.58974359,Production,20.547723,106.699911,2020,8,1
175,106P,2020-08-01,15.46,2997,599.4,52,3049,100.0,193.85511,38.77102199,3.363518758,197.2186287,1.705477206,Production,20.541916,106.570045,2020,8,1
176,107P,2020-08-01,31.0,4092,1346.3,37,4129,329.0,132.0,43.42903226,1.193548387,133.1935484,0.896100751,Production,20.575047,106.659054,2020,8,1
177,108P,2020-08-01,31.0,10,0.0,59,69,0.0,0.322580645,0.0,1.903225806,2.225806452,85.50724638,Production,20.53645,106.646651,2020,8,1
178,2X,2020-08-01,30.79,1078,63.6,11,1089,59.0,35.01136733,2.065605716,0.35725885,35.36862618,1.01010101,Exploration,20.55606,106.646396,2020,8,1
179,3X,2020-08-01,15.5,4650,288.3,33,4683,31.0,300.0,18.6,2.129032258,302.1290323,0.704676489,Exploration,20.595273,106.733257,2020,8,1
180,4X,2020-08-01,15.5,3627,185.0,18,3645,25.5,234.0,11.93548387,1.161290323,235.1612903,0.49382716,Exploration,20.660821,106.727077,2020,8,1
181,5X,2020-08-01,30.29,606,290.3,21,627,479.0,20.00660284,9.584021129,0.693298118,20.69990096,3.349282297,Exploration,20.62548,106.773082,2020,8,1
182,101P,2020-09-01,15.0,4971,387.7,35,5006,39.0,331.4,25.84666667,2.333333333,333.7333333,0.699161007,Production,20.656645,106.63129,2020,9,1
183,102P,2020-09-01,30.0,3270,209.3,33,3303,64.0,109.0,6.976666667,1.1,110.1,0.999091735,Production,20.579846,106.835224,2020,9,1
184,103P,2020-09-01,15.0,3030,321.2,21,3051,53.0,202.0,21.41333333,1.4,203.4,0.688298918,Production,20.674955,106.759349,2020,9,1
185,104P,2020-09-01,29.5,885,171.7,14,899,194.0,30.0,5.820338983,0.474576271,30.47457627,1.557285873,Production,20.503652,106.741497,2020,9,1
186,105P,2020-09-01,27.5,60,73.0,78,138,1217.0,2.181818182,2.654545455,2.836363636,5.018181818,56.52173913,Production,20.547723,106.699911,2020,9,1
187,106P,2020-09-01,14.96,2422,438.4,44,2466,90.5,161.8983957,29.30481283,2.941176471,164.8395722,1.784266018,Production,20.541916,106.570045,2020,9,1
188,107P,2020-09-01,30.0,3600,1368.0,44,3644,380.0,120.0,45.6,1.466666667,121.4666667,1.207464325,Production,20.575047,106.659054,2020,9,1
189,108P,2020-09-01,10.0,3,0.0,18,21,0.0,0.3,0.0,1.8,2.1,85.71428571,Production,20.53645,106.646651,2020,9,1
190,2X,2020-09-01,29.92,1136,36.4,30,1166,32.0,37.96791444,1.21657754,1.002673797,38.97058824,2.572898799,Exploration,20.55606,106.646396,2020,9,1
191,3X,2020-09-01,15.0,3660,212.3,22,3682,29.0,244.0,14.15333333,1.466666667,245.4666667,0.597501358,Exploration,20.595273,106.733257,2020,9,1
192,4X,2020-09-01,15.0,3240,77.8,20,3260,12.0,216.0,5.186666667,1.333333333,217.3333333,0.613496933,Exploration,20.660821,106.727077,2020,9,1
193,5X,2020-09-01,29.79,536,104.5,13,549,195.0,17.99261497,3.507888553,0.43638805,18.42900302,2.367941712,Exploration,20.62548,106.773082,2020,9,1
194,7X,2020-09-01,11.21,942,55.6,61,1003,59.0,84.03211418,4.95985727,5.441570027,89.47368421,6.081754736,Exploration,20.48693,106.63232,2020,9,1
195,101P,2020-10-01,15.5,5339,411.1,38,5377,38.5,344.4516129,26.52258065,2.451612903,346.9032258,0.706713781,Production,20.656645,106.63129,2020,10,1
196,102P,2020-10-01,31.0,3255,175.8,33,3288,54.0,105.0,5.670967742,1.064516129,106.0645161,1.003649635,Production,20.579846,106.835224,2020,10,1
197,103P,2020-10-01,13.71,2082,193.6,15,2097,46.5,151.8599562,14.1210795,1.094091904,152.9540481,0.715307582,Production,20.674955,106.759349,2020,10,1
198,104P,2020-10-01,29.42,941,136.4,31,972,145.0,31.98504419,4.636301835,1.053704963,33.03874915,3.189300412,Production,20.503652,106.741497,2020,10,1
199,105P,2020-10-01,31.0,98,5.6,208,306,57.0,3.161290323,0.180645161,6.709677419,9.870967742,67.97385621,Production,20.547723,106.699911,2020,10,1
200,106P,2020-10-01,15.46,2596,493.2,53,2649,95.0,167.9172057,31.90168176,3.428201811,171.3454075,2.000755002,Production,20.541916,106.570045,2020,10,1
201,107P,2020-10-01,31.0,3472,1246.4,57,3529,359.0,112.0,40.20645161,1.838709677,113.8387097,1.615188439,Production,20.575047,106.659054,2020,10,1
202,108P,2020-10-01,21.0,231,115.0,200,431,498.0,11.0,5.476190476,9.523809524,20.52380952,46.4037123,Production,20.53645,106.646651,2020,10,1
203,2X,2020-10-01,30.71,768,125.2,13,781,163.0,25.00814067,4.076847932,0.423314881,25.43145555,1.66453265,Exploration,20.55606,106.646396,2020,10,1
204,3X,2020-10-01,15.5,3874,54.2,20,3894,7.0,249.9354839,3.496774194,1.290322581,251.2258065,0.513610683,Exploration,20.595273,106.733257,2020,10,1
205,4X,2020-10-01,15.5,3162,72.7,19,3181,11.5,204.0,4.690322581,1.225806452,205.2258065,0.597296448,Exploration,20.660821,106.727077,2020,10,1
206,5X,2020-10-01,30.79,616,143.5,17,633,233.0,20.00649562,4.660604092,0.552127314,20.55862293,2.685624013,Exploration,20.62548,106.773082,2020,10,1
207,7X,2020-10-01,21.29,1299,159.8,11,1310,123.0,61.01456083,7.505871301,0.516674495,61.53123532,0.839694656,Exploration,20.48693,106.63232,2020,10,1
208,101P,2020-11-01,15.0,4714,358.3,33,4747,38.0,314.2666667,23.88666667,2.2,316.4666667,0.695175901,Production,20.656645,106.63129,2020,11,1
209,102P,2020-11-01,30.0,2970,154.4,27,2997,52.0,99.0,5.146666667,0.9,99.9,0.900900901,Production,20.579846,106.835224,2020,11,1
210,103P,2020-11-01,14.645,2315,159.7,21,2336,34.5,158.0744281,10.90474565,1.433936497,159.5083646,0.898972603,Production,20.674955,106.759349,2020,11,1
211,104P,2020-11-01,29.5,620,104.8,4,624,169.0,21.01694915,3.552542373,0.13559322,21.15254237,0.641025641,Production,20.503652,106.741497,2020,11,1
212,105P,2020-11-01,30.0,41,5.0,75,116,122.0,1.366666667,0.166666667,2.5,3.866666667,64.65517241,Production,20.547723,106.699911,2020,11,1
213,106P,2020-11-01,15.0,2310,385.8,50,2360,83.5,154.0,25.72,3.333333333,157.3333333,2.118644068,Production,20.541916,106.570045,2020,11,1
214,107P,2020-11-01,29.79,3040,1057.9,56,3096,348.0,102.047667,35.51191675,1.879825445,103.9274924,1.80878553,Production,20.575047,106.659054,2020,11,1
215,108P,2020-11-01,18.42,166,42.5,43,209,256.0,9.01194354,2.307274701,2.33441911,11.34636265,20.57416268,Production,20.53645,106.646651,2020,11,1
216,2X,2020-11-01,29.79,685,124.7,4,689,182.0,22.99429339,4.185968446,0.134273246,23.12856663,0.580551524,Exploration,20.55606,106.646396,2020,11,1
217,3X,2020-11-01,14.145,2490,0.0,10,2500,0.0,176.0339343,0.0,0.706963591,176.7408978,0.4,Exploration,20.595273,106.733257,2020,11,1
218,4X,2020-11-01,15.0,2850,96.9,17,2867,17.0,190.0,6.46,1.133333333,191.1333333,0.592954308,Exploration,20.660821,106.727077,2020,11,1
219,5X,2020-11-01,29.79,507,92.3,21,528,182.0,17.01913394,3.098355153,0.704934542,17.72406848,3.977272727,Exploration,20.62548,106.773082,2020,11,1
220,7X,2020-11-01,27.0,3078,246.2,16,3094,80.0,114.0,9.118518519,0.592592593,114.5925926,0.517129929,Exploration,20.48693,106.63232,2020,11,1
221,101P,2020-12-01,15.645,5070,375.2,36,5106,37.0,324.0651965,23.98210291,2.30105465,326.3662512,0.705052879,Production,20.656645,106.63129,2020,12,1
222,102P,2020-12-01,31.29,2880,69.1,29,2909,24.0,92.042186,2.208373282,0.926813678,92.96899968,0.996906153,Production,20.579846,106.835224,2020,12,1
223,103P,2020-12-01,15.145,2030,188.8,14,2044,46.5,134.0376362,12.46616045,0.924397491,134.9620337,0.684931507,Production,20.674955,106.759349,2020,12,1
224,104P,2020-12-01,30.58,673,96.9,5,678,144.0,22.00784827,3.168737737,0.163505559,22.17135383,0.737463127,Production,20.503652,106.741497,2020,12,1
225,105P,2020-12-01,31.29,20,3.0,0,20,150.0,0.639181847,0.095877277,0.0,0.639181847,0.0,Production,20.547723,106.699911,2020,12,1
226,106P,2020-12-01,15.54,2301,485.5,47,2348,105.5,148.0694981,31.24195624,3.024453024,151.0939511,2.001703578,Production,20.541916,106.570045,2020,12,1
227,107P,2020-12-01,31.21,2902,934.4,59,2961,322.0,92.98301826,29.93912208,1.890419737,94.873438,1.992570078,Production,20.575047,106.659054,2020,12,1
228,108P,2020-12-01,27.92,251,74.3,47,298,296.0,8.989971347,2.661174785,1.683381089,10.67335244,15.77181208,Production,20.53645,106.646651,2020,12,1
229,2X,2020-12-01,31.08,1026,170.3,9,1035,166.0,33.01158301,5.479407979,0.28957529,33.3011583,0.869565217,Exploration,20.55606,106.646396,2020,12,1
230,3X,2020-12-01,15.645,2661,29.3,5,2666,5.5,170.0862895,1.872802812,0.319590924,170.4058805,0.187546887,Exploration,20.595273,106.733257,2020,12,1
231,4X,2020-12-01,15.645,3013,99.4,18,3031,16.5,192.5854906,6.353467562,1.150527325,193.7360179,0.593863411,Exploration,20.660821,106.727077,2020,12,1
232,5X,2020-12-01,31.21,562,106.2,12,574,189.0,18.00704902,3.402755527,0.38449215,18.39154117,2.090592334,Exploration,20.62548,106.773082,2020,12,1
233,7X,2020-12-01,31.29,2473,101.4,10,2483,41.0,79.03483541,3.240651965,0.319590924,79.35442633,0.402738623,Exploration,20.48693,106.63232,2020,12,1
234,101P,2021-01-01,15.355,4666,429.3,33,4699,46.0,303.8749593,27.95831977,2.149137089,306.0240964,0.70227708,Production,20.656645,106.63129,2021,1,1
235,102P,2021-01-01,30.71,2671,45.4,24,2695,17.0,86.97492673,1.478345816,0.781504396,87.75643113,0.890538033,Production,20.579846,106.835224,2021,1,1
236,103P,2021-01-01,15.355,2702,256.7,69,2771,47.5,175.9687398,16.71768154,4.493650277,180.4623901,2.490075785,Production,20.674955,106.759349,2021,1,1
237,104P,2021-01-01,28.29,453,287.2,3,456,634.0,16.01272534,10.15199717,0.106044539,16.11876988,0.657894737,Production,20.503652,106.741497,2021,1,1
238,105P,2021-01-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.547723,106.699911,2021,1,1
239,106P,2021-01-01,15.105,2204,489.3,45,2249,111.0,145.9119497,32.39324727,2.979145978,148.8910957,2.000889284,Production,20.541916,106.570045,2021,1,1
240,107P,2021-01-01,30.29,2182,477.9,45,2227,219.0,72.0369759,15.77748432,1.485638825,73.52261472,2.02065559,Production,20.575047,106.659054,2021,1,1
241,108P,2021-01-01,23.21,162,57.2,24,186,353.0,6.979750108,2.464454976,1.034037053,8.013787161,12.90322581,Production,20.53645,106.646651,2021,1,1
242,2X,2021-01-01,30.29,848,100.9,5,853,119.0,27.9960383,3.331132387,0.165070981,28.16110928,0.586166471,Exploration,20.55606,106.646396,2021,1,1
243,3X,2021-01-01,15.355,3068,288.4,22,3090,47.0,199.8046239,18.78215565,1.432758059,201.237382,0.71197411,Exploration,20.595273,106.733257,2021,1,1
244,4X,2021-01-01,15.355,2732,30.1,17,2749,5.5,177.9225008,1.960273527,1.107131228,179.029632,0.618406693,Exploration,20.660821,106.727077,2021,1,1
245,5X,2021-01-01,30.71,491,107.5,9,500,219.0,15.98827743,3.50048844,0.293064148,16.28134158,1.8,Exploration,20.62548,106.773082,2021,1,1
246,7X,2021-01-01,30.5,2410,163.9,10,2420,68.0,79.01639344,5.373770492,0.327868852,79.3442623,0.41322314,Exploration,20.48693,106.63232,2021,1,1
247,101P,2021-02-01,12.895,4422,278.6,40,4462,31.5,342.9236138,21.60527336,3.101977511,346.0255913,0.896458987,Production,20.656645,106.63129,2021,2,1
248,102P,2021-02-01,27.71,2604,75.5,26,2630,29.0,93.97329484,2.724648141,0.938289426,94.91158427,0.988593156,Production,20.579846,106.835224,2021,2,1
249,103P,2021-02-01,13.79,1739,87.0,12,1751,25.0,126.1058738,6.308919507,0.870195794,126.9760696,0.685322673,Production,20.674955,106.759349,2021,2,1
250,104P,2021-02-01,23.79,785,110.7,9,794,141.0,32.99705759,4.653215637,0.378310214,33.3753678,1.133501259,Production,20.503652,106.741497,2021,2,1
251,105P,2021-02-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.547723,106.699911,2021,2,1
252,106P,2021-02-01,13.71,1754,284.1,38,1792,81.0,127.9358133,20.72210066,2.771699489,130.7075128,2.120535714,Production,20.541916,106.570045,2021,2,1
253,107P,2021-02-01,27.42,2521,542.0,38,2559,215.0,91.94018964,19.76659373,1.385849745,93.32603939,1.484955061,Production,20.575047,106.659054,2021,2,1
254,108P,2021-02-01,26.0,104,39.2,14,118,377.0,4.0,1.507692308,0.538461538,4.538461538,11.86440678,Production,20.53645,106.646651,2021,2,1
255,2X,2021-02-01,27.29,710,66.0,5,715,93.0,26.01685599,2.418468303,0.183217296,26.20007329,0.699300699,Exploration,20.55606,106.646396,2021,2,1
256,3X,2021-02-01,13.855,2548,252.3,18,2566,49.5,183.9047275,18.21003248,1.299169975,185.2038975,0.701480904,Exploration,20.595273,106.733257,2021,2,1
257,4X,2021-02-01,13.855,2880,175.7,17,2897,30.5,207.867196,12.68134248,1.226993865,209.0941898,0.586813945,Exploration,20.660821,106.727077,2021,2,1
258,5X,2021-02-01,27.58,304,89.7,5,309,295.0,11.02248006,3.25235678,0.18129079,11.20377085,1.618122977,Exploration,20.62548,106.773082,2021,2,1
259,7X,2021-02-01,27.71,2022,91.0,33,2055,45.0,72.97004691,3.284012992,1.19090581,74.16095272,1.605839416,Exploration,20.48693,106.63232,2021,2,1
260,101P,2021-03-01,15.5,4957,386.6,35,4992,39.0,319.8064516,24.94193548,2.258064516,322.0645161,0.701121795,Production,20.656645,106.63129,2021,3,1
261,102P,2021-03-01,31.0,2449,58.8,17,2466,24.0,79.0,1.896774194,0.548387097,79.5483871,0.689375507,Production,20.579846,106.835224,2021,3,1
262,103P,2021-03-01,15.25,2684,246.9,16,2700,46.0,176.0,16.19016393,1.049180328,177.0491803,0.592592593,Production,20.674955,106.759349,2021,3,1
263,104P,2021-03-01,30.21,755,35.5,5,760,47.0,24.99172459,1.17510758,0.16550811,25.1572327,0.657894737,Production,20.503652,106.741497,2021,3,1
264,105P,2021-03-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.547723,106.699911,2021,3,1
265,106P,2021-03-01,15.29,2020,303.0,58,2078,75.0,132.1124918,19.81687377,3.793328973,135.9058208,2.791145332,Production,20.541916,106.570045,2021,3,1
266,107P,2021-03-01,30.79,2772,543.3,62,2834,196.0,90.02923027,17.6453394,2.013640792,92.04287106,2.187720536,Production,20.575047,106.659054,2021,3,1
267,108P,2021-03-01,15.48,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2021,3,1
268,2X,2021-03-01,28.71,775,48.1,5,780,62.0,26.99407872,1.675374434,0.174155347,27.16823406,0.641025641,Exploration,20.55606,106.646396,2021,3,1
269,3X,2021-03-01,15.5,2697,186.1,25,2722,34.5,174.0,12.00645161,1.612903226,175.6129032,0.918442322,Exploration,20.595273,106.733257,2021,3,1
270,4X,2021-03-01,15.5,2976,178.6,18,2994,30.0,192.0,11.52258065,1.161290323,193.1612903,0.601202405,Exploration,20.660821,106.727077,2021,3,1
271,5X,2021-03-01,29.0,406,77.5,9,415,191.0,14.0,2.672413793,0.310344828,14.31034483,2.168674699,Exploration,20.62548,106.773082,2021,3,1
272,7X,2021-03-01,26.42,1742,170.7,32,1774,98.0,65.9348978,6.461014383,1.211203634,67.14610144,1.803833145,Exploration,20.48693,106.63232,2021,3,1
273,101P,2021-04-01,13.855,4376,262.6,31,4407,30.0,315.8426561,18.95344641,2.237459401,318.0801155,0.703426367,Production,20.656645,106.63129,2021,4,1
274,102P,2021-04-01,30.0,2340,81.9,17,2357,35.0,78.0,2.73,0.566666667,78.56666667,0.721255834,Production,20.579846,106.835224,2021,4,1
275,103P,2021-04-01,15.0,2417,181.3,17,2434,37.5,161.1333333,12.08666667,1.133333333,162.2666667,0.698438784,Production,20.674955,106.759349,2021,4,1
276,104P,2021-04-01,28.92,665,59.9,5,670,90.0,22.9944675,2.071230982,0.172890733,23.16735823,0.746268657,Production,20.503652,106.741497,2021,4,1
277,105P,2021-04-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.547723,106.699911,2021,4,1
278,106P,2021-04-01,14.895,1967,257.7,55,2022,65.5,132.0577375,17.30110775,3.692514267,135.7502518,2.72007913,Production,20.541916,106.570045,2021,4,1
279,107P,2021-04-01,29.58,2575,476.4,72,2647,185.0,87.0520622,16.10547667,2.434077079,89.48613928,2.720060446,Production,20.575047,106.659054,2021,4,1
280,108P,2021-04-01,0.48,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2021,4,1
281,2X,2021-04-01,23.92,693,90.8,24,717,131.0,28.97157191,3.795986622,1.003344482,29.97491639,3.347280335,Exploration,20.55606,106.646396,2021,4,1
282,3X,2021-04-01,15.0,2490,191.7,23,2513,38.5,166.0,12.78,1.533333333,167.5333333,0.915240748,Exploration,20.595273,106.733257,2021,4,1
283,4X,2021-04-01,13.395,2224,48.9,16,2240,11.0,166.0321015,3.650615901,1.194475551,167.2265771,0.714285714,Exploration,20.660821,106.727077,2021,4,1
284,5X,2021-04-01,29.71,475,95.0,11,486,200.0,15.98788287,3.197576574,0.370245709,16.35812858,2.263374486,Exploration,20.62548,106.773082,2021,4,1
285,7X,2021-04-01,28.79,1872,224.6,27,1899,120.0,65.02257728,7.801319903,0.937825634,65.96040292,1.421800948,Exploration,20.48693,106.63232,2021,4,1
286,101P,2021-05-01,15.5,4995,349.7,45,5040,35.0,322.2580645,22.56129032,2.903225806,325.1612903,0.892857143,Production,20.656645,106.63129,2021,5,1
287,102P,2021-05-01,31.0,2418,96.7,17,2435,40.0,78.0,3.119354839,0.548387097,78.5483871,0.698151951,Production,20.579846,106.835224,2021,5,1
288,103P,2021-05-01,15.5,2356,221.5,17,2373,47.0,152.0,14.29032258,1.096774194,153.0967742,0.716392752,Production,20.674955,106.759349,2021,5,1
289,104P,2021-05-01,28.08,534,71.6,5,539,134.0,19.01709402,2.54985755,0.178062678,19.1951567,0.927643785,Production,20.503652,106.741497,2021,5,1
290,105P,2021-05-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.547723,106.699911,2021,5,1
291,106P,2021-05-01,15.29,1469,196.8,50,1519,67.0,96.07586658,12.87115762,3.270111184,99.34597776,3.291639236,Production,20.541916,106.570045,2021,5,1
292,107P,2021-05-01,30.92,2565,428.4,90,2655,167.0,82.95601552,13.85510996,2.910737387,85.86675291,3.389830508,Production,20.575047,106.659054,2021,5,1
293,108P,2021-05-01,3.68,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2021,5,1
294,2X,2021-05-01,30.5,1007,63.4,7,1014,63.0,33.01639344,2.078688525,0.229508197,33.24590164,0.690335306,Exploration,20.55606,106.646396,2021,5,1
295,3X,2021-05-01,15.5,2480,153.8,23,2503,31.0,160.0,9.922580645,1.483870968,161.483871,0.918897323,Exploration,20.595273,106.733257,2021,5,1
296,4X,2021-05-01,15.395,2402,0.0,17,2419,0.0,156.0246833,0.0,1.104254628,157.128938,0.70276974,Exploration,20.660821,106.727077,2021,5,1
297,5X,2021-05-01,30.79,524,73.9,13,537,141.0,17.0185125,2.400129912,0.422215005,17.44072751,2.420856611,Exploration,20.62548,106.773082,2021,5,1
298,7X,2021-05-01,30.79,1910,305.6,35,1945,160.0,62.03312764,9.925300422,1.136732705,63.16986034,1.799485861,Exploration,20.48693,106.63232,2021,5,1
299,101P,2021-06-01,15.0,4774,300.8,34,4808,31.5,318.2666667,20.05333333,2.266666667,320.5333333,0.707154742,Production,20.656645,106.63129,2021,6,1
300,102P,2021-06-01,30.0,2310,0.0,16,2326,0.0,77.0,0.0,0.533333333,77.53333333,0.687876182,Production,20.579846,106.835224,2021,6,1
301,103P,2021-06-01,15.0,2190,168.6,13,2203,38.5,146.0,11.24,0.866666667,146.8666667,0.590104403,Production,20.674955,106.759349,2021,6,1
302,104P,2021-06-01,29.5,620,63.2,6,626,102.0,21.01694915,2.142372881,0.203389831,21.22033898,0.958466454,Production,20.503652,106.741497,2021,6,1
303,105P,2021-06-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.547723,106.699911,2021,6,1
304,106P,2021-06-01,14.75,1918,268.5,57,1975,70.0,130.0338983,18.20338983,3.86440678,133.8983051,2.886075949,Production,20.541916,106.570045,2021,6,1
305,107P,2021-06-01,29.79,2533,367.3,106,2639,145.0,85.02853306,12.32964082,3.55824102,88.58677409,4.016672982,Production,20.575047,106.659054,2021,6,1
306,108P,2021-06-01,9.943333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2021,6,1
307,2X,2021-06-01,29.5,885,77.9,8,893,88.0,30.0,2.640677966,0.271186441,30.27118644,0.895856663,Exploration,20.55606,106.646396,2021,6,1
308,3X,2021-06-01,15.0,2549,122.4,23,2572,24.0,169.9333333,8.16,1.533333333,171.4666667,0.894245723,Exploration,20.595273,106.733257,2021,6,1
309,4X,2021-06-01,15.0,2340,0.0,14,2354,0.0,156.0,0.0,0.933333333,156.9333333,0.59473237,Exploration,20.660821,106.727077,2021,6,1
310,5X,2021-06-01,28.71,488,34.2,8,496,70.0,16.99756183,1.191222571,0.278648555,17.27621038,1.612903226,Exploration,20.62548,106.773082,2021,6,1
311,7X,2021-06-01,29.71,1782,299.4,38,1820,168.0,59.97980478,10.07741501,1.279030629,61.25883541,2.087912088,Exploration,20.48693,106.63232,2021,6,1
312,101P,2021-07-01,15.5,4681,238.7,33,4714,25.5,302.0,15.4,2.129032258,304.1290323,0.700042427,Production,20.656645,106.63129,2021,7,1
313,102P,2021-07-01,31.0,1829,95.1,11,1840,52.0,59.0,3.067741935,0.35483871,59.35483871,0.597826087,Production,20.579846,106.835224,2021,7,1
314,103P,2021-07-01,15.29,2326,139.6,43,2369,30.0,152.1255723,9.130150425,2.812295618,154.9378679,1.815111862,Production,20.674955,106.759349,2021,7,1
315,104P,2021-07-01,30.71,675,166.7,8,683,247.0,21.97981114,5.428199284,0.260501465,22.2403126,1.171303075,Production,20.503652,106.741497,2021,7,1
316,105P,2021-07-01,8.42,67,14.1,103,170,211.0,7.957244656,1.674584323,12.2327791,20.19002375,60.58823529,Production,20.547723,106.699911,2021,7,1
317,106P,2021-07-01,15.395,1663,136.4,62,1725,41.0,108.0220851,8.860019487,4.027281585,112.0493667,3.594202899,Production,20.541916,106.570045,2021,7,1
318,107P,2021-07-01,30.92,2231,245.4,113,2344,110.0,72.15394567,7.936610608,3.654592497,75.80853816,4.820819113,Production,20.575047,106.659054,2021,7,1
319,108P,2021-07-01,10.33333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2021,7,1
320,2X,2021-07-01,30.79,801,66.5,9,810,83.0,26.01493992,2.15979214,0.292302696,26.30724261,1.111111111,Exploration,20.55606,106.646396,2021,7,1
321,3X,2021-07-01,15.5,2325,244.1,21,2346,52.5,150.0,15.7483871,1.35483871,151.3548387,0.895140665,Exploration,20.595273,106.733257,2021,7,1
322,4X,2021-07-01,15.5,2697,29.7,19,2716,5.5,174.0,1.916129032,1.225806452,175.2258065,0.699558174,Exploration,20.660821,106.727077,2021,7,1
323,5X,2021-07-01,30.71,553,47.0,21,574,85.0,18.00716379,1.530446109,0.683816346,18.69098014,3.658536585,Exploration,20.62548,106.773082,2021,7,1
324,7X,2021-07-01,30.79,1632,168.1,33,1665,103.0,53.00422215,5.459564794,1.071776551,54.0759987,1.981981982,Exploration,20.48693,106.63232,2021,7,1
325,106P,2021-08-01,15.105,1510,170.6,70,1580,56.5,99.96689838,11.29427342,4.634227077,104.6011255,4.430379747,Production,20.541916,106.570045,2021,8,1
326,5X,2021-08-01,30.58,428,38.5,12,440,90.0,13.99607587,1.258992806,0.392413342,14.38848921,2.727272727,Exploration,20.62548,106.773082,2021,8,1
327,105P,2021-08-01,30.42,304,66.3,106,410,218.0,9.993425378,2.179487179,3.484549638,13.47797502,25.85365854,Production,20.547723,106.699911,2021,8,1
328,107P,2021-08-01,30.42,2250,292.5,121,2371,130.0,73.96449704,9.615384615,3.977646285,77.94214333,5.103331927,Production,20.575047,106.659054,2021,8,1
329,3X,2021-08-01,15.5,2326,165.1,21,2347,35.5,150.0645161,10.6516129,1.35483871,151.4193548,0.894759267,Exploration,20.595273,106.733257,2021,8,1
330,4X,2021-08-01,15.5,2604,46.9,18,2622,9.0,168.0,3.025806452,1.161290323,169.1612903,0.686498856,Exploration,20.660821,106.727077,2021,8,1
331,101P,2021-08-01,15.5,4263,213.2,39,4302,25.0,275.0322581,13.75483871,2.516129032,277.5483871,0.906555091,Production,20.656645,106.63129,2021,8,1
332,103P,2021-08-01,15.5,1860,111.6,17,1877,30.0,120.0,7.2,1.096774194,121.0967742,0.905700586,Production,20.674955,106.759349,2021,8,1
333,2X,2021-08-01,30.58,734,48.4,7,741,66.0,24.00261609,1.582733813,0.228907783,24.23152387,0.944669366,Exploration,20.55606,106.646396,2021,8,1
334,7X,2021-08-01,30.58,1499,226.3,35,1534,151.0,49.01896664,7.400261609,1.144538914,50.16350556,2.281616688,Exploration,20.48693,106.63232,2021,8,1
335,102P,2021-08-01,31.0,2108,0.0,19,2127,0.0,68.0,0.0,0.612903226,68.61290323,0.893276916,Production,20.579846,106.835224,2021,8,1
336,104P,2021-08-01,30.5,732,77.6,7,739,106.0,24.0,2.544262295,0.229508197,24.2295082,0.947225981,Production,20.503652,106.741497,2021,8,1
337,108P,2021-08-01,10.25,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2021,8,1
338,106P,2021-09-01,14.855,2109,202.5,72,2181,48.0,141.9723999,13.63177381,4.846852911,146.8192528,3.301237964,Production,20.541916,106.570045,2021,9,1
339,5X,2021-09-01,29.42,470,66.7,18,488,142.0,15.97552685,2.267165194,0.611828688,16.58735554,3.68852459,Exploration,20.62548,106.773082,2021,9,1
340,105P,2021-09-01,27.21,218,83.1,87,305,381.0,8.011760382,3.054024256,3.197353914,11.2091143,28.52459016,Production,20.547723,106.699911,2021,9,1
341,107P,2021-09-01,29.79,2086,214.9,105,2191,103.0,70.02349782,7.213830144,3.524672709,73.54817053,4.792332268,Production,20.575047,106.659054,2021,9,1
342,3X,2021-09-01,15.0,2040,175.4,21,2061,43.0,136.0,11.69333333,1.4,137.4,1.018922853,Exploration,20.595273,106.733257,2021,9,1
343,4X,2021-09-01,15.0,2280,25.1,21,2301,5.5,152.0,1.673333333,1.4,153.4,0.912646675,Exploration,20.660821,106.727077,2021,9,1
344,101P,2021-09-01,15.0,3863,220.2,39,3902,28.5,257.5333333,14.68,2.6,260.1333333,0.999487442,Production,20.656645,106.63129,2021,9,1
